com.samsung.shealth.activity.day_summary,6091017,1,,,,,,,,,,,,,,,
others_time,goal,longest_idle_time,create_time,distance,run_time,step_count,walk_time,day_time,deviceuuid,active_time,score,pkg_name,update_time,longest_active_time,datauuid,extra_data,calorie
0,60,-1,2020-04-10 04:00:00.262,0,0,0,0,1586476800000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-10 04:00:00.262,0,25ede99d-71ca-4ee2-9087-17a5be7418cc,25ede99d-71ca-4ee2-9087-17a5be7418cc.extra_data.json,0
0,60,60309586,2020-03-30 04:00:00.657,2523.61,1580749,0,0,1585526400000,7jMRbZJdf9,1580749,43,com.sec.android.app.shealth,2020-03-31 04:00:00.764,1508749,a88d82eb-6650-4c66-a92a-4ba2843f0bbd,a88d82eb-6650-4c66-a92a-4ba2843f0bbd.extra_data.json,147
0,-1,-1,2020-03-17 10:53:26.518,0,0,0,0,1583971200000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-03-17 10:53:26.518,0,f990b8b6-f6f3-4a70-848b-9719378dbdc6,f990b8b6-f6f3-4a70-848b-9719378dbdc6.extra_data.json,0
0,60,-1,2020-03-28 04:00:01.022,0,0,0,0,1585353600000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-03-28 04:00:01.022,0,b327f8ca-48fd-4780-995f-b27531e10819,b327f8ca-48fd-4780-995f-b27531e10819.extra_data.json,0
0,60,-1,2020-04-16 04:00:00.187,0,0,0,0,1586995200000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-16 04:00:00.187,0,b9b779c0-397f-4ed3-bee6-fbbafbc8a000,b9b779c0-397f-4ed3-bee6-fbbafbc8a000.extra_data.json,0
0,60,-1,2020-04-01 04:00:01.074,0,0,0,0,1585699200000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-01 04:00:01.074,0,c080ee7f-93eb-41b9-9496-22bcc0a47fb7,c080ee7f-93eb-41b9-9496-22bcc0a47fb7.extra_data.json,0
0,60,-1,2020-04-05 04:00:00.386,0,0,0,0,1586044800000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-05 04:00:00.386,0,6167dcca-9629-4744-a8d2-6bb28f89b2b9,6167dcca-9629-4744-a8d2-6bb28f89b2b9.extra_data.json,0
0,60,-1,2020-03-19 04:00:00.170,0,0,0,0,1584576000000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-03-19 04:00:00.170,0,bdb8eefc-a88d-4327-bf0b-96f796d614ee,bdb8eefc-a88d-4327-bf0b-96f796d614ee.extra_data.json,0
0,60,-1,2020-04-02 04:00:00.914,0,0,0,0,1585785600000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-02 04:00:00.914,0,d09bb3d9-cf49-4340-bc49-6081093027dc,d09bb3d9-cf49-4340-bc49-6081093027dc.extra_data.json,0
0,60,-1,2020-04-03 04:00:00.405,0,0,0,0,1585872000000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-03 04:00:00.405,0,f1279ff2-10c5-4f9c-b11b-4f8cbc2d3b8d,f1279ff2-10c5-4f9c-b11b-4f8cbc2d3b8d.extra_data.json,0
0,60,-1,2020-04-22 04:00:00.795,0,0,0,0,1587513600000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-22 04:00:00.795,0,dbdd5754-1559-44f0-9762-b9132fe59394,dbdd5754-1559-44f0-9762-b9132fe59394.extra_data.json,0
0,60,-1,2020-04-07 04:00:00.400,0,0,0,0,1586217600000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-07 04:00:00.400,0,2d5593ea-df80-4515-a514-e6ee69840613,2d5593ea-df80-4515-a514-e6ee69840613.extra_data.json,0
0,60,-1,2020-04-11 04:00:00.233,0,0,0,0,1586563200000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-11 04:00:00.233,0,9aa58486-0c9c-4da3-beff-f22a06b871dd,9aa58486-0c9c-4da3-beff-f22a06b871dd.extra_data.json,0
0,60,-1,2020-03-25 04:00:00.564,0,0,0,0,1585094400000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-03-25 04:00:00.564,0,6a86f280-6607-4799-91cc-e69ed7c4f45e,6a86f280-6607-4799-91cc-e69ed7c4f45e.extra_data.json,0
0,60,-1,2020-04-08 04:00:00.340,0,0,0,0,1586304000000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-08 04:00:00.340,0,678b479c-1d52-4a12-9747-418db2f4f6c0,678b479c-1d52-4a12-9747-418db2f4f6c0.extra_data.json,0
0,60,-1,2020-04-09 04:00:01.207,0,0,0,0,1586390400000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-09 04:00:01.207,0,616c813a-bec1-4d47-a2af-4b2e2322e3c4,616c813a-bec1-4d47-a2af-4b2e2322e3c4.extra_data.json,0
0,60,-1,2020-04-17 04:00:00.886,0,0,0,0,1587081600000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-17 04:00:00.886,0,a0ba1c62-72cc-4abe-be0e-d5f30b53e9c3,a0ba1c62-72cc-4abe-be0e-d5f30b53e9c3.extra_data.json,0
0,60,-1,2020-04-13 04:00:00.332,0,0,0,0,1586736000000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-13 04:00:00.332,0,78bf3fe1-23b7-4364-b592-c604fb35edb3,78bf3fe1-23b7-4364-b592-c604fb35edb3.extra_data.json,0
0,60,-1,2020-03-31 04:00:00.531,0,0,0,0,1585612800000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-03-31 04:00:00.531,0,18af99f9-875d-4563-8f1b-18d935bf7161,18af99f9-875d-4563-8f1b-18d935bf7161.extra_data.json,0
0,60,-1,2020-04-15 04:00:31.649,0,0,0,0,1586908800000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-15 04:00:31.649,0,0713ea6a-9035-45ca-8845-5d43b868269a,0713ea6a-9035-45ca-8845-5d43b868269a.extra_data.json,0
0,60,-1,2020-04-14 04:00:01.181,0,0,0,0,1586822400000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-14 04:00:01.181,0,bcfb637a-cbaa-4b67-a680-bedf8d107ad0,bcfb637a-cbaa-4b67-a680-bedf8d107ad0.extra_data.json,0
0,60,-1,2020-04-19 04:00:00.779,0,0,0,0,1587254400000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-19 04:00:00.779,0,fc3058f9-e0ea-48b0-a415-981f1420a87e,fc3058f9-e0ea-48b0-a415-981f1420a87e.extra_data.json,0
0,60,67389703,2020-04-23 04:00:00.262,7692.03,3994324,0,0,1587600000000,7jMRbZJdf9,3994324,110,com.sec.android.app.shealth,2020-04-24 03:48:31.903,1532000,2933275b-a8f1-4b43-aba0-dc534332abc3,2933275b-a8f1-4b43-aba0-dc534332abc3.extra_data.json,537
0,60,-1,2020-04-06 04:00:00.413,0,0,0,0,1586131200000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-06 04:00:00.413,0,d357f02f-3666-46f5-85db-f8cae59987b9,d357f02f-3666-46f5-85db-f8cae59987b9.extra_data.json,0
0,60,-1,2020-04-12 04:06:21.169,0,0,0,0,1586649600000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-12 04:06:21.169,0,450b3831-8b21-4db0-a1a5-5b862a74c2de,450b3831-8b21-4db0-a1a5-5b862a74c2de.extra_data.json,0
0,60,67444279,2020-04-20 04:00:00.269,8281.07,4710824,0,0,1587340800000,7jMRbZJdf9,4710824,130,com.sec.android.app.shealth,2020-04-21 04:00:01.705,2251824,1a1868a6-3460-4da0-9b7d-7acd95b7a421,1a1868a6-3460-4da0-9b7d-7acd95b7a421.extra_data.json,469
0,60,-1,2020-04-21 04:00:01.421,0,0,0,0,1587427200000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-21 04:00:01.421,0,e5afdfc8-0720-4d6e-a0a7-7cb4c2b640bb,e5afdfc8-0720-4d6e-a0a7-7cb4c2b640bb.extra_data.json,0
0,60,-1,2020-04-18 04:00:00.559,0,0,0,0,1587168000000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-18 04:00:00.559,0,af84752f-2804-40ad-9cf0-97e2488a1e6d,af84752f-2804-40ad-9cf0-97e2488a1e6d.extra_data.json,0
0,60,-1,2020-04-24 04:00:00.549,0,0,0,0,1587686400000,7jMRbZJdf9,0,0,com.sec.android.app.shealth,2020-04-24 04:00:00.549,0,46b4cea6-bee0-45c0-975e-b3d960d2ec07,46b4cea6-bee0-45c0-975e-b3d960d2ec07.extra_data.json,0
